,opeidstring,school,pellrecip_2014,pellrecip_2015,pellrecip_2006,pellrecip_2007,pellrecip_2008,pellrecip_2009,pellrecip_2010,pellrecip_2011,pellrecip_2012,pellrecip_2013,pelldisburse_2014,pelldisburse_2015,pelldisburse_2006,pelldisburse_2007,pelldisburse_2008,pelldisburse_2009,pelldisburse_2010,pelldisburse_2011,pelldisburse_2012,pelldisburse_2013,seogrecip_2014,seogdisburse_2014,seogdisburse_2007,seogdisburse_2008,seogdisburse_2009,seogdisburse_2010,seogdisburse_2011,seogdisburse_2012,seogdisburse_2013,seogrecip_2007,seogrecip_2008,seogrecip_2009,seogrecip_2010,seogrecip_2011,seogrecip_2012,seogrecip_2013,teachrecip_2014,teachdisburse_2014,teachrecip_2015,teachdisburse_2015,teachdisburse_2009,teachdisburse_2010,teachdisburse_2011,teachdisburse_2012,teachrecip_2009,teachrecip_2010,teachrecip_2011,teachrecip_2012,iraqrecip_2014,iraqdisburse_2014,iraqrecip_2015,iraqdisburse_2015,workrecip_2014,workdisburse_2014,workdisburse_2007,workdisburse_2008,workdisburse_2009,workdisburse_2010,workdisburse_2011,workdisburse_2012,workdisburse_2013,workrecip_2007,workrecip_2008,workrecip_2009,workrecip_2010,workrecip_2011,workrecip_2012,workrecip_2013,avepell_2014,avepell_2013,avepell_2008,avepell_2009,avepell_2010,avepell_2011,avepell_2012,pellperc_2014,pellperc_2013,pellperc_2008,pellperc_2009,pellperc_2010,pellperc_2011,pellperc_2012,totalpellperc_2009,totalpellperc_2010,totalpellperc_2011,totalpellperc_2012,statelocalaidperc_2014,avestatelocalaid_2014,statelocalaidperc_2013,avestatelocalaid_2013,avestatelocalaid_2006,avestatelocalaid_2007,avestatelocalaid_2008,avestatelocalaid_2009,avestatelocalaid_2010,avestatelocalaid_2011,avestatelocalaid_2012,statelocalaidperc_2006,statelocalaidperc_2007,statelocalaidperc_2008,statelocalaidperc_2009,statelocalaidperc_2010,statelocalaidperc_2011,statelocalaidperc_2012
40,105900,Lawson State Community College-Birmingham Campus,647,623,2607,1813,2024,2984,3215,4585,3997,3015,996600.79,940299.89,6445283,4516376,5094876,8968191,11740414,17160226,13554025,10301054,163,77945,87262,139973,193528,142836,104740,168639,222735,172,283,282,179,203,280,379,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,161,272212,235826,175360,281666,296978,194543,304372,230619,179,129,178,178,160,168,184,4334,4347,3400,3383,4682,4695,4695,0.86,0.82,0.56,0.769999981,0.83,0.88,0.86,0.57,0.66,0.7,0.74,0.06,1494,0.07,1833,432,392,398,369,1719,1772,1772,0.039999999,0.050000001,0.05,0.059999999,0.02,0.04,0.08
41,106000,James H Faulkner State Community College,618,555,1672,1400,1652,1774,2578,3092,3248,2782,990338.36,863933.94,3537565,3321555,4213240,4975319,9342315,11585368,11067060,9494594,212,98684,119124,72712,59410,101806,91600,77700,105810,187,128,110,209,182,156,231,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,121,131165,97882,86789,84355,74279,60326,115635,78535,91,92,88,101,68,116,101,4479,4380,3371,3525,4562,4637,4695,0.59,0.61,0.44,0.419999987,0.55,0.61,0.63,0.35,0.43,0.51,0.53,0.04,847,0.03,1703,2753,3074,3203,790,1007,2602,1304,0.5,0.479999989,0.56,0.059999999,0.05,0.04,0.06
42,106100,Alaska Pacific University,9,2,141,149,131,134,159,194,160,131,8623,2235,332839,357427,306526,385254,519539,608844,516031,438310,55,37706,37288,61800,53450,62172,37525,51644,43306,53,90,77,95,82,130,88,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,32,54884,83138,70978,99715,82865,97926,60445,52175,58,52,56,42,55,26,39,4639,2152,2256,4026,3245,2433,1525,0.33,0.42,0.31,0.319999993,0.37,0.36,0.19,0.21,0.24,0.31,0.28,0,NA,0.15,1932,1085,2217,2310,263,NA,1000,NA,0.270000011,0.259999991,0.27,0.050000001,0,0.02,0
43,106300,University of Alaska Fairbanks,229,211,1274,1223,1187,1221,1596,2136,2247,2256,324176.75,291018.5,2914639,2801443,2986114,3449079,5279884,7173714,7310384,7354517,559,312550,352934,486667,301012,333201,297972,311672,298935,490,263,309,931,428,504,684,NA,NA,2,1487,NA,NA,7500,21000,NA,NA,4,NA,NA,NA,0,0,62,400925,408845,259456,298258,257052,375330,187305,473049,104,60,61,55,71,38,70,4074,3851,3059,3465,3933,4093,3966,0.29,0.27,0.18,0.189999998,0.26,0.31,0.32,0.14,0.16,0.2,0.22,0.55,4216,0.52,4263,NA,1250,1139,1060,1036,1647,3263,0,0.01,0.01,0.079999998,0.02,0.03,0.4
44,106500,University of Alaska Southeast,74,65,338,308,316,332,451,619,615,590,102316.5,86806,679107,697762,695146,833298,1393985,1838810,1878698,1965346,104,47067,21992,22604,32700,23664,21189,19899,32914,29,44,52,47,47,48,105,5,4955.3,10,13378.5,55000,61000,40000,33000,21,25,22,NA,NA,NA,0,0,27,55516,68029,70828,64539,102106,107064,37644,26777,28,27,25,36,32,18,21,4181,4482,2959,3277,4321,3438,3689,0.36,0.33,0.25,0.300000012,0.3,0.33,0.34,0.12,0.12,0.16,0.17,0.42,3750,0.43,3618,NA,1000,1000,913,700,1275,2912,0,0.01,0.01,0.129999995,0.03,0.02,0.25
45,107100,Arizona Western College,638,587,2765,2948,3685,4137,5299,5980,6004,5693,715640.15,626436.23,6088058,6812903,8955561,11182680,17220099,19768463,18671088,18083502,1770,365918,313756,295149,301679,296382,300425,315968,367499,1215,1222,400,1214,1645,1691,1809,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,147,295484,371827,326210,348548,366346,330523,362815,377172,255,176,162,175,158,149,139,4874,4742,3389,3819,4875,4621,4723,0.8,0.78,0.59,0.620000005,0.7,0.72,0.76,0.45,0.52,0.56,0.58,0.02,509,0.02,533,1378,1810,1694,1389,614,778,841,0.170000002,0.109999999,0.12,0.07,0.03,0.03,0.02
46,107200,Cochise County Community College District,259,216,1767,1473,1460,1675,2212,2286,1979,1686,312234.29,263034.85,3883684,3415666,3628877,4484159,7163087,7695288,6464224,5344594,163,71033,64025,57589,79950,56150,56395,69587,79201,111,96,143,96,195,234,174,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,58,81767,121906,98048,87904,97395,94858,93550,95666,89,78,69,73,74,64,57,4356,4270,3307,3830,4435,4444,4394,0.63,0.63,0.58,0.649999976,0.68,0.65,0.68,0.28,0.33,0.34,0.33,0.02,469,0.04,882,1195,2218,1660,924,800,877,374,0.259999991,0.07,0.16,0.159999996,0.02,0.06,0.06
47,107300,Eastern Arizona College,125,138,1190,981,836,999,1633,1988,1818,1375,169248,182951,2834259,2345878,2132205,2897865,5607578,7100516,6264133,4850341,165,103578,113935,103578,103578,103578,103578,103578,101078,98,92,92,94,95,86,108,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,152,207763,217224,222346,231027,224624,230816,231084,231268,222,195,198,192,179,171,167,4400,4237,2550,3283,3144,4289,4224,0.4,0.31,0.27,0.310000002,0.6,0.4,0.38,0.21,0.24,0.06,0.22,0.06,824,0.32,1718,2541,2735,2340,1049,1250,4466,1344,0.029999999,0.07,0.07,0.01,0.02,0.12,0.01
48,107400,Grand Canyon University,8868,9040,629,1194,3409,8508,18734,21587,22562,25823,20811586,21163272,1317969,2273748,6726328,18647714,45691098,82725780,77907559,91654488,1124,1207570,361397,346240,509853,886734,1202861,1398587,1241731,376,318,504,762,1124,1449,1193,877,2028408,824,1823918,710000,2148168,5809801,6487792,341,906,1643,NA,NA,NA,0,0,321,962813,120843,172962,397411,375875,575183,912260,1071909,55,81,149,143,228,346,361,4483,4730,3174,3236,2607,4504,4660,0.48,0.52,0.37,0.400000006,0.72,0.48,0.47,0.42,0.57,0.57,0.53,0.01,936,0.01,1793,1500,2611,1762,1718,1615,2422,2500,0.01,0.129999995,0.21,0.119999997,0.01,0,0
49,107600,Glendale Community College,1419,1144,4356,3874,4003,4165,6860,9885,10791,10411,1650505.29,1406391.39,8575433,7912297,8869754,10117681,20678167,30816097,32738284,32558575,1165,827590,521061,416890,374335,551500,605012,739350,831765,1406,1011,455,773,835,1052,1167,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,158,323466,598934,672798,631311,321844,346289,251549,269087,268,306,243,169,209,201,178,4157,4154,3220,3316,4316,4406,4145,0.57,0.57,0.35,0.289999992,0.41,0.52,0.56,0.17,0.24,0.34,0.38,0.01,622,0,570,302,403,330,738,863,875,687,0.050000001,0.039999999,0.05,0.01,0.01,0,0.01
50,107700,Mesa Community College,1294,1150,5426,4871,5045,5256,9008,11924,13136,11756,1574615.28,1388587.39,10995711,10023626,11059118,13094732,27436557,37884152,38985074,35166158,1202,874348,617907,606691,609277,449643,506927,701685,969539,794,831,709,521,595,856,1214,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,231,641585,361897,376766,472406,567035,673708,554928,600993,160,184,218,192,221,210,207,4239,4054,2916,3468,4452,4429,4147,0.49,0.51,0.26,0.239999995,0.39,0.49,0.53,0.16,0.25,0.34,0.39,0.01,556,0.01,692,680,778,1000,938,957,961,545,0.01,0.01,0,0.01,0.01,0.02,0
51,107800,Phoenix College,1083,862,3197,2719,2581,2950,4879,7252,7552,7965,1225460.84,979685.91,6720014,5977166,5704814,6974071,14516606,22959529,22873774,23469732,716,526902,286749,221764,210639,237000,288500,344514,294500,653,517,466,521,637,790,371,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,165,517657,542393,532681,528801,601102,555405,575729,537986,248,265,244,210,181,221,156,4355,4325,3228,3608,4513,4732,4368,0.74,0.77,0.59,0.449999988,0.6,0.75,0.78,0.17,0.29,0.4,0.47,0,750,0,500,1079,1214,627,1097,1007,853,472,0.090000004,0.209999993,0.15,0.129999995,0.08,0.09,0.03
52,107900,Yavapai College,688,620,1454,1264,1344,1681,2347,3056,3179,3299,789392.83,656768.38,2788624,2634115,2926041,4035878,6992812,9558320,9701885,10421392,116,152876,110752,101000,93265,102604,88796,99940,132629,153,119,92,97,70,153,105,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,63,127829,111696,117237,112986,131977,127512,137337,161543,75,83,62,76,78,70,66,4303,4443,2940,3301,3914,4114,4032,0.58,0.6,0.3,0.349999994,0.44,0.55,0.58,0.14,0.2,0.28,0.31,0.01,958,0,500,600,2129,3560,700,800,1000,675,0.01,0.02,0.05,0.01,0.01,0.01,0.01
53,108100,Arizona State University-Tempe,2430,3268,12242,11716,11612,13333,18470,23496,26128,24572,3136338,4018205,31136966,30369110,32460371,42402236,72733625,92894817,100021705,95218872,2285,2337657,3055570,3669555,3304717,2901249,2955361,2108410,2684848,3497,3920,3600,3245,3409,2091,2982,126,158182.35,40,48393.49,1116836,4124120,3256826,2717029,313,1341,1104,NA,NA,NA,0,0,1845,4336496,1595994,1970896,2370554,2632404,2858958,3612035,3730250,804,962,1007,1097,1191,1459,1623,4447,4361,3024,3538,4248,4296,4136,0.26,0.29,0.2,0.209999993,0.31,0.35,0.37,0.23,0.31,0.38,0.41,0.01,1467,0.01,1129,1770,1812,1547,1540,1954,1736,1286,0.039999999,0.039999999,0.05,0.02,0.02,0.01,0.01
54,108101,Arizona State University-West,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4392,4271,NA,NA,NA,NA,NA,0.5,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,1853,0,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,108102,Arizona State University-Polytechnic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4278,4156,NA,NA,NA,NA,NA,0.27,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,1677,0.01,1625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,108103,Arizona State University-Downtown Phoenix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4323,4362,NA,NA,NA,NA,NA,0.37,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,1653,0.01,1370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,108159,Arizona State University-Skysong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4429,4313,NA,NA,NA,NA,NA,0.45,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,1193,0.02,1078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,108160,Thunderbird School of Global Management,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,108200,Northern Arizona University,772,887,4475,4443,4734,5006,6619,8413,9310,9147,942619,1190550.17,11754755,11847443,13408530,15808838,25941585,33063673,35563274,34820740,956,863806,652137,639037,472786,696579,500317,525675,812985,427,520,402,561,380,589,834,8,13874,15,33705,57788,80209,157706,170000,18,26,48,NA,NA,NA,0,0,236,465822,1036965,1071296,1077131,1050966,1203355,930004,552233,590,599,582,533,606,547,341,4237,4208,2958,3404,4120,4555,4388,0.35,0.37,0.21,0.209999993,0.31,0.37,0.37,0.26,0.33,0.38,0.41,0.1,2179,0.05,2346,680,1585,2132,2116,2064,2366,2168,0.01,0.059999999,0.06,0.050000001,0.08,0.06,0.04
60,108300,University of Arizona,511,631,6607,6227,6608,6816,8843,10329,10847,10953,712847.24,958537.53,17508818,16684260,19464569,22890028,37759430,43554178,43515017,44853225,320,548954,1167618,1646265,786401,570725,640352,594393,641090,556,801,399,168,373,344,218,1,1982.2,2,6025.5,184715,443353,464318,352150,57,129,132,NA,NA,NA,0,0,901,2451874,1818336,1752211,2561072,2370682,2405440,2220919,2486899,819,778,1039,976,919,916,898,4412,4352,2973,3523,4858,4375,4280,0.31,0.3,0.19,0.189999998,0.25,0.32,0.32,0.22,0.27,0.32,0.34,0,1517,0,2287,1138,2324,1918,1482,2704,3768,4103,0,0.02,0.04,0.039999999,0.05,0.04,0.05
61,108302,University of Arizona-South,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,108500,University of Arkansas at Monticello,212,190,1743,1695,1862,1910,2362,2513,2680,2478,261362,245227,4611516,4462899,5191769,5924245,9266057,10136551,10129190,9439527,190,119286,151073,113416,119612,113755,116810,118017,120469,324,261,323,246,247,271,171,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,141,197702,185217,181993,189024,197845,199151,207224,184822,168,175,149,153,151,160,144,4313,4229,3123,3505,4338,4314,4249,0.71,0.75,0.59,0.579999983,0.7,0.72,0.74,0.49,0.58,0.72,0.58,0.47,2040,0.43,3834,2142,2274,1935,2019,1668,3497,3576,0.159999996,0.150000006,0.24,0.259999991,0.27,0.44,0.43
63,108600,University of Arkansas at Pine Bluff,169,172,2307,2182,2213,2482,2778,2637,2492,2044,238177.93,262855,6777494,6521259,7080389,8826008,12351719,11889596,10576079,8740864,436,394659,319779,303610,337195,359580,434038,399010,387158,357,332,359,403,454,452,428,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,199,301455,311148,361681,264534,240888,264301,254116,169205,385,256,179,140,168,154,130,4873,4654,3463,3804,4816,5042,4395,0.8,0.82,0.57,0.720000029,0.77,0.82,0.81,0.67,0.71,0.74,0.75,0.33,2209,0.27,4044,2262,2271,1951,1993,1351,3786,3681,0.07,0.059999999,0.12,0.109999999,0.27,0.28,0.21
64,108700,Arkansas Baptist College,315,226,197,311,506,580,737,1150,1274,1114,798138.1,471280,572711,833421,1513405,1979631,3187880,4857171,4850875,4157188,127,56541,17800,NA,NA,80562,47772,36674,63646,35,NA,NA,65,33,42,56,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,43,43234,29211,NA,NA,62969,42230,33788,50392,52,NA,NA,53,26,27,73,5340,2527,2870,3608,2554,4658,2582,0.89,0.83,0.55,0.400000006,0.76,0.75,0.76,0.77,0.82,0.79,0.84,0.05,2525,0.07,2263,6113,1360,727,489,643,3030,1938,0.100000002,0.079999998,0.03,0.01,0.06,0.15,0.06
65,108800,Lyon College,NA,2,189,180,178,148,266,303,289,275,NA,8410,560706,500810,517974,471143,1031299,1259157,1200034,1176524,75,73159,70100,64151,59643,66465,62499,59150,43903,134,118,83,85,94,69,57,NA,NA,0,0,NA,NA,8000,20000,NA,NA,2,NA,NA,NA,0,0,143,105461,91042,104700,116674,123685,131399,131329,106721,109,114,129,129,157,167,143,4502,4202,2984,3103,4168,4347,4155,0.48,0.42,0.35,0.310000002,0.45,0.52,0.49,0.32,0.43,0.47,0.48,0.78,2599,0.71,4659,2018,3686,3131,3036,3123,5123,4725,0.850000024,0.430000007,0.28,0.259999991,0.38,0.76,0.77
66,108900,Arkansas Tech University,494,444,2901,2827,2960,3054,3997,4901,5169,5405,687614,576025,7544146,7602613,8511743,9765214,16269902,19960554,19254333,20535364,904,259597,260524,265396,250100,302322,210400,219846,248247,744,783,690,927,598,597,699,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,178,285422,281485,264966,352527,454127,256482,282137,309688,187,205,222,250,206,182,195,4346,4237,3068,3434,4196,4208,4074,0.58,0.57,0.41,0.409999996,0.49,0.59,0.56,0.38,0.41,0.47,0.46,0.66,2000,0.67,4132,2426,2538,2525,2489,2446,4483,4168,0.239999995,0.239999995,0.24,0.270000011,0.32,0.68,0.65
67,109000,Arkansas State University-Main Campus,487,435,5604,5418,5652,6019,7117,7432,7296,7114,695613,620343,14529380,14233809,15772966,19071769,28445356,30705399,28200912,27528257,398,300776,417534,409581,368447,432860,416747,353833,341832,568,585,680,596,545,475,491,187,326868,215,325352,NA,NA,144213,807355,NA,NA,67,NA,NA,NA,0,0,205,510946,563971,649805,710886,654073,441381,579498,508090,269,320,338,250,210,247,230,4267,4284,3612,3626,4353,4390,4361,0.46,0.48,0.47,0.439999998,0.52,0.51,0.5,0.42,0.47,0.49,0.48,0.77,2186,0.74,4436,2572,2550,2349,2445,2372,4711,4461,0.200000003,0.219999999,0.27,0.230000004,0.26,0.68,0.73
68,109003,Arkansas State University-Mountain Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4366,4264,1833,1979,2351,4350,4486,0.72,0.79,0.57,0.540000022,0.73,0.54,0.73,0.53,0.49,0.57,0.61,0.49,2042,0.42,2103,1120,1214,1273,1118,569,2003,2020,0.079999998,0.079999998,0.06,0.109999999,0.39,0.33,0.47
69,109100,Arkansas State University-Beebe,85,108,1232,1406,1441,1364,1612,1809,1761,1682,121754,186591,2957242,3444467,3722864,3976841,5960286,6748032,6512670,6315633,272,119990,40000,24500,47000,27750,34625,74125,79305,111,63,116,69,84,158,176,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,67,78981,30518,16523,19521,26247,20914,70615,76554,23,8,20,13,19,53,47,4311,4370,3062,3261,4479,4550,4391,0.55,0.59,0.4,0.419999987,0.48,0.55,0.58,0.25,0.3,0.31,0.31,0.55,2074,0.52,2124,2015,2115,2032,2231,2208,2325,2015,0.140000001,0.150000006,0.15,0.230000004,0.27,0.5,0.48
70,109200,University of Central Arkansas,131,188,3544,3544,3500,3528,3812,4153,4046,4121,188568.14,252411.43,9514585,9680793,10092534,11380265,15406927,17035976,15500160,16227307,247,218959,348758,385429,347973,329217,321978,241278,232333,389,451,394,381,373,282,261,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,437,635095,705853,751651,776070,892710,639478,651166,610108,586,560,502,538,412,399,393,4418,4266,3032,3478,4397,4406,4207,0.47,0.47,0.35,0.340000004,0.37,0.45,0.44,0.29,0.34,0.38,0.39,0.77,2203,0.77,4502,2932,2517,3057,3083,2730,4915,4433,0.239999995,0.219999999,0.27,0.259999991,0.31,0.75,0.77
71,109300,Central Baptist College,18,19,167,173,218,220,293,389,439,427,23502.04,27837.17,384303,407400,605666,719539,1088760,1443202,1687299,1655423,130,30918,10379,5300,3300,40000,2673,18411,28464,35,15,6,36,30,87,137,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,23,29237,0,0,0,25751,4575,31557,37138,0,0,0,23,6,30,27,4015,4323,3024,3237,4256,4753,4617,0.45,0.43,0.46,0.439999998,0.46,0.48,0.5,0.39,0.45,0.47,0.45,0.6,2123,0.6,4400,1164,2500,2466,2621,3240,4724,4400,0.100000002,0.090000004,0.25,0.310000002,0.2,0.64,0.61
72,109400,University of the Ozarks,1,5,180,166,170,206,209,277,257,236,2822.5,11034.68,533225,491958,522592,700869,839038,1109161,1093755,992159,60,58608,69424,114210,75980,70315,73228,67802,44266,67,101,63,51,58,47,32,NA,NA,0,0,22000,28000,27500,34000,7,9,8,NA,NA,NA,0,0,135,139588,98337,98340,85004,87670,91532,98337,106965,122,122,121,126,115,125,125,4089,4366,3248,3429,2107,4221,4554,0.49,0.43,0.3,0.379999995,0.38,0.52,0.45,0.3,0.33,0.42,0.42,0.57,2259,0.55,4751,2632,3146,3651,2780,1641,4906,4868,0.180000007,0.219999999,0.27,0.300000012,0.26,0.55,0.51
73,109500,Crowley's Ridge College,2,4,59,70,77,85,97,119,120,92,8417,11193,150094,177599,213676,260517,429788,502540,438611,366509,14,7030,9150,8578,9242,7367,6205,6205,7771,14,15,19,17,11,13,15,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,18,12222,16304,16296,18839,16333,15975,12222,12222,26,22,30,24,20,22,15,3460,4374,3311,3329,4552,4361,3453,0.52,0.52,0.68,0.629999995,0.7,0.69,0.65,0.48,0.55,0.52,0.52,0.3,1846,0.58,4201,2344,2099,1699,1580,1569,4309,4142,0.150000006,0.079999998,0.32,0.239999995,0.44,0.58,0.43
74,109700,Harding University,71,49,1169,1076,1106,1049,1165,1250,1233,1212,154172,76873,3187792,2951076,3216962,3451553,4667968,5100625,4709799,4715434,233,143000,345167,305226,209250,167964,182022,123379,116000,571,681,489,369,396,263,251,59,86470,80,113344,834643,761500,807612,779664,260,248,249,NA,NA,NA,0,0,515,510497,540616,380097,359870,399673,402926,340732,320858,509,407,396,436,375,391,461,3880,3955,2893,3351,3943,3919,3994,0.27,0.28,0.23,0.189999998,0.25,0.25,0.28,0.24,0.27,0.28,0.27,0.24,4089,0.22,4567,3473,4079,3574,3693,4275,5032,4588,0.07,0.07,0.1,0.100000002,0.09,0.22,0.22
75,109800,Henderson State University,87,48,1561,1436,1523,1412,1648,1936,1972,1924,116604,64367.67,4203020,3919540,4419484,4745409,6961307,8342881,7874319,7665638,169,108300,128951,130898,144340,140406,130220,109932,110901,208,213,268,269,156,130,130,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,109,234243,251055,237666,238520,254902,239018,235718,234243,222,177,142,135,119,116,113,4430,4355,2477,3591,4331,4477,4174,0.64,0.57,0.23,0.430000007,0.51,0.58,0.6,0.42,0.48,0.54,0.54,0.71,1999,0.7,4187,1830,2543,883,2369,2281,4615,4157,0.129999995,0.409999996,0.21,0.219999999,0.3,0.69,0.7
76,109900,Hendrix College,NA,1,202,194,216,229,279,304,274,252,NA,4080,557560,553069,661713,780676,1047123,1227832,1106828,1043821,144,139528,112857,117428,122360,119340,129342,138474,157188,118,120,126,124,136,145,163,NA,NA,0,0,4000,20000,8000,8000,1,5,2,NA,NA,NA,0,0,266,301204,240690,236841,248972,263533,268531,237580,220799,240,242,266,282,260,233,216,4107,4487,2901,3449,3590,4206,4209,0.21,0.2,0.2,0.159999996,0.21,0.21,0.22,0.17,0.19,0.21,0.19,0.43,4311,0.41,6410,5635,5372,5832,5527,7278,6576,6644,0.230000004,0.230000004,0.24,0.189999998,0.24,0.46,0.42
77,110000,John Brown University,129,100,500,463,433,457,604,710,746,718,228661.87,188112.81,1152843,1064809,1035412,1374978,2134174,2610338,2640115,2575222,116,81300,229544,218157,114757,173733,171865,147275,128300,287,290,215,230,212,186,151,1,1880,1,927,64000,37500,20000,38000,17,10,6,NA,NA,NA,0,0,247,201958,199272,199063,207731,230735,198482,197748,197271,188,200,227,234,207,266,246,4063,4243,2439,3126,4299,4183,3889,0.34,0.31,0.2,0.239999995,0.25,0.39,0.35,0.23,0.3,0.36,0.33,0.37,2619,0.3,4686,3129,3197,3860,3911,5230,5017,4676,0.059999999,0.090000004,0.13,0.119999997,0.09,0.26,0.34
